,scanner_name,scanner_check_id,obj_name,severity,severity_category,severity_numeric,security_concern
2749,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-019-3-use-gid-between-1k-10k-on-container,Ok (10),PASS,0,other
2750,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,np-004-network-policy-allows-access-to-kubelet,Ok (10),PASS,0,network-isolation
2751,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,sc-002-3-no-explicit-tag,Ok (10),PASS,0,other
2752,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-017-1-default-to-root-user,Ok (10),PASS,0,root-user
2753,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-034-2-using-dangerous-capability-sys-admin,Ok (10),PASS,0,dangerous-capabilities
2754,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-032-2-privileged-container,Ok (10),PASS,0,privileged-containers
2755,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,ps-002-using-privilegedpodsecurity-level-is-insecure,Ok (10),PASS,0,privileged-containers
2756,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-017-8-set-runasnonroot-correctly-on-container,Ok (10),PASS,0,root-user
2757,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-024-0-usage-of-bin-bash-in-container,Ok (10),PASS,0,other
2758,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-003-9-no-automount-pod-and-sa,Ok (10),PASS,0,other
2759,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,res-002-2-no-memory-limits,Ok (10),PASS,0,resource-limits
2760,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,res-006-1-default-ephemeral-storage-limits-from-namespace,Ok (10),PASS,0,other
2761,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-018-3-use-uid-between-1k-10k-on-container,Ok (10),PASS,0,other
2762,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-042-3-volume-with-writeable-hostpath-by-default,Ok (10),PASS,0,other
2763,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-022-2-one-approach-to-hardening-linux-is-enough,Ok (10),PASS,0,other
2764,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-019-5-use-gid-set-in-container-takes-precedence,Ok (10),PASS,0,other
2765,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-033-1-root-fs-is-writeable-by-default,Ok (10),PASS,0,root-user
2766,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-013-use-serviceaccount-field,Ok (10),PASS,0,other
2767,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,res-007-3-no-cpu-limits-for-namespace,Ok (10),PASS,0,resource-limits
2768,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,res-005-2-no-ephemeral-storage-requests,Ok (10),PASS,0,other
2769,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-044-2-mounting-docker-directory,Ok (10),PASS,0,other
2770,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-9-using-insecure-capability-mac-admin,Ok (10),PASS,0,dangerous-capabilities
2771,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,sc-001-3-no-proper-imagepullpolicy-set,Ok (10),PASS,0,other
2772,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-003-8-no-automount-pod-automount-sa,Ok (10),PASS,0,other
2773,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,res-006-2-no-ephemeral-storage-limits,Ok (10),PASS,0,other
2774,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,res-008-2-no-default-memory-limits-for-namespace,Ok (10),PASS,0,resource-limits
2775,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-042-2-volume-with-writeable-hostpath,Ok (10),PASS,0,other
2776,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-034-3-using-dangerous-capability-net-admin,Ok (10),PASS,0,dangerous-capabilities
2777,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,sc-001-1-imagepullpolicy-defaults-to-always,Ok (10),PASS,0,other
2778,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-12-using-insecure-capability-net-raw,Ok (10),PASS,0,dangerous-capabilities
2779,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-2-using-insecure-capability-bpf,Ok (10),PASS,0,dangerous-capabilities
2780,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-008-1-use-no-hostpid,Ok (10),PASS,0,host-access
2781,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-18-using-insecure-capability-sys-boot,Ok (10),PASS,0,dangerous-capabilities
2782,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-034-1-using-dangerous-capability-all,Ok (10),PASS,0,dangerous-capabilities
2783,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-017-9-set-runasnonroot-not-correctly-on-container,Ok (10),PASS,0,root-user
2784,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,np-002-1-only-ingress-is-blocked,Ok (10),PASS,0,other
2785,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-003-6-automount-pod-no-automount-sa,Ok (10),PASS,0,other
2786,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-017-4-use-root-user-in-pod,Ok (10),PASS,0,root-user
2787,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-021-1-using-sysctl-net.ipv4.tcp-keepalive-time,Ok (10),PASS,0,other
2788,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-031-1-allowed-privilege-escalation-by-default,Ok (10),PASS,0,other
2789,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-13-using-insecure-capability-perfmon,Ok (10),PASS,0,dangerous-capabilities
2790,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,res-004-2-no-cpu-limits,Ok (10),PASS,0,resource-limits
2791,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-043-1-mount-azure-cloud-credentials,Ok (10),PASS,0,other
2792,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,ns-002-1-place-pod-in-kube-system,Ok (10),PASS,0,other
2793,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,np-002-2-only-egress-is-blocked,Ok (10),PASS,0,other
2794,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,res-004-1-default-cpu-limits-from-namespace,Ok (10),PASS,0,resource-limits
2795,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-3-using-insecure-capability-chown,Ok (10),PASS,0,dangerous-capabilities
2796,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,res-008-1-no-default-memory-request-for-namespace,Ok (10),PASS,0,resource-limits
2797,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-10-using-insecure-capability-mknod,Ok (10),PASS,0,dangerous-capabilities
2798,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-5-using-insecure-capability-fowner,Ok (10),PASS,0,dangerous-capabilities
2799,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-21-using-insecure-capability-sys-rawio,Ok (10),PASS,0,dangerous-capabilities
2800,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-024-2-usage-of-bin-ksh-in-container,Ok (10),PASS,0,other
2801,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-045-containing-cve-2021-25741,Ok (10),PASS,0,other
2802,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-024-3-usage-of-bin-tcsh-in-container,Ok (10),PASS,0,other
2803,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,ps-001-1-podsecurity-level-should-be-specified,Ok (10),PASS,0,other
2804,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-010-2-has-hostnetwork-set,Ok (10),PASS,0,host-access
2805,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-003-4-automount-pod-default-sa,Ok (10),PASS,0,other
2806,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-018-2-use-uid-between-1k-10k-on-pod,Ok (10),PASS,0,other
2807,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,sc-002-1-tag-instead-of-digest-is-fine,Ok (10),PASS,0,other
2808,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,sc-001-2-no-proper-imagepullpolicy-set,Ok (10),PASS,0,other
2809,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-009-1-use-no-hostipc,Ok (10),PASS,0,host-access
2810,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,rel-004-3-only-nodeselector-is-enough,Ok (10),PASS,0,other
2811,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-8-using-insecure-capability-mac-override,Ok (10),PASS,0,dangerous-capabilities
2812,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,res-007-0-no-limitrange-object-for-namespace,Ok (10),PASS,0,other
2813,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-008-2-pod-has-hostpid-set,Ok (10),PASS,0,host-access
2814,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-16-using-insecure-capability-setpcap,Ok (10),PASS,0,dangerous-capabilities
2815,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-019-2-use-gid-between-1k-10k-on-pod,Ok (10),PASS,0,other
2816,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-6-using-insecure-capability-fsetid,Ok (10),PASS,0,dangerous-capabilities
2817,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-035-7-using-insecure-capability-kill,Ok (10),PASS,0,dangerous-capabilities
2818,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,np-005-network-policy-refers-no-valid-workload,Ok (10),PASS,0,network-isolation
2819,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-024-4-usage-of-bin-zsh-in-container,Ok (10),PASS,0,other
2820,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-024-1-usage-of-sbin-sh-in-container,Ok (10),PASS,0,other
2821,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,res-002-1-default-memory-limits-from-namespace,Ok (10),PASS,0,resource-limits
2822,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-003-5-automount-pod-and-sa,Ok (10),PASS,0,other
2823,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-016-no-podsecuritycontext-defined,Ok (10),PASS,0,other
2824,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,rel-004-2-only-nodeaffinity-is-enough,Ok (10),PASS,0,other
2825,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-018-4-use-uid-set-in-container-takes-precedence,Ok (10),PASS,0,other
2826,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,res-009-1-no-resource-quota-applied-to-namespace,Ok (10),PASS,0,resource-limits
2827,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-017-2-use-runasnonroot-flag-on-pod,Ok (10),PASS,0,root-user
2828,kube-score,deployment-pod-selector-labels-match-template-metadata-labels,pod-014-no-apparmor-profile,Ok (10),PASS,0,security-profiles
2829,kube-score,deployment-replicas,pod-024-5-usage-of-usr-bin-scsh-in-container,Skipped (0),PASS,0,other
2830,kube-score,deployment-replicas,psa-001-no-pod-security-admission-label-configured,Skipped (0),PASS,0,other
2831,kube-score,deployment-replicas,ns-002-2-place-pod-in-kube-public,Skipped (0),PASS,0,other
2832,kube-score,deployment-replicas,ps-001-no-pod-security-admission-label-configured,Skipped (0),PASS,0,other
2833,kube-score,deployment-replicas,pod-033-2-root-fs-is-explicitly-writeable,Skipped (0),PASS,0,root-user
2834,kube-score,deployment-replicas,pod-009-2-has-hostipc-set,Skipped (0),PASS,0,host-access
2835,kube-score,deployment-replicas,pod-017-6-runasnonroot-is-optional-on-container,Skipped (0),PASS,0,root-user
2836,kube-score,deployment-replicas,np-003-network-policy-allows-access-to-cloud-metadata-api,Skipped (0),PASS,0,network-isolation
2837,kube-score,deployment-replicas,pod-003-1-default-pod-and-sa,Skipped (0),PASS,0,other
2838,kube-score,deployment-replicas,pod-002-1-explicit-default-sa,Skipped (0),PASS,0,other
2839,kube-score,deployment-replicas,pod-010-1-use-no-hostnetwork,Skipped (0),PASS,0,host-access
2840,kube-score,deployment-replicas,pod-019-1-default-to-root-group,Skipped (0),PASS,0,root-user
2841,kube-score,deployment-replicas,pod-030-no-securitycontext-defined,Skipped (0),PASS,0,other
2842,kube-score,deployment-replicas,rel-004-1-no-node-selection-specified,Skipped (0),PASS,0,other
2843,kube-score,deployment-replicas,pod-018-5-use-uid-set-in-container-takes-precedence,Skipped (0),PASS,0,other
2844,kube-score,deployment-replicas,res-003-2-no-cpu-requests,Skipped (0),PASS,0,resource-limits
2845,kube-score,deployment-replicas,ns-001-use-default-namespace,Skipped (0),PASS,0,other
2846,kube-score,deployment-replicas,pod-035-17-using-insecure-capability-setuid,Skipped (0),PASS,0,dangerous-capabilities
2847,kube-score,deployment-replicas,pod-035-4-using-insecure-capability-dac-overrides,Skipped (0),PASS,0,dangerous-capabilities
2848,kube-score,deployment-replicas,pod-021-0-using-sysctl-kernel.shm-rmid-forced,Skipped (0),PASS,0,other
2849,kube-score,deployment-replicas,psa-002-using-privileged-privilegedpodsecurity-level-is-insecur,Skipped (0),PASS,0,privileged-containers
2850,kube-score,deployment-replicas,res-008-3-no-default-memory-limits-for-namespace,Skipped (0),PASS,0,resource-limits
2851,kube-score,deployment-replicas,res-007-1-no-default-cpu-request-for-namespace,Skipped (0),PASS,0,resource-limits
2852,kube-score,deployment-replicas,res-005-1-default-ephemeral-storage-requests-from-namespace,Skipped (0),PASS,0,other
2853,kube-score,deployment-replicas,pod-024-6-usage-of-bin-csh-in-container,Skipped (0),PASS,0,other
2854,kube-score,deployment-replicas,pod-012-use-hostaliases-to-modify-pods--etc-hosts,Skipped (0),PASS,0,other
2855,kube-score,deployment-replicas,pod-017-5-use-runasnonroot-flag-on-container,Skipped (0),PASS,0,root-user
2856,kube-score,deployment-replicas,pod-022-1-linux-is-not-hardened,Skipped (0),PASS,0,other
2857,kube-score,deployment-replicas,pod-035-20-using-insecure-capability-sys-module,Skipped (0),PASS,0,dangerous-capabilities
2858,kube-score,deployment-replicas,pod-017-7-use-root-user-on-container,Skipped (0),PASS,0,root-user
2859,kube-score,deployment-replicas,rel-001-no-readinessprobe,Skipped (0),PASS,0,other
2860,kube-score,deployment-replicas,pod-035-19-using-insecure-capability-sys-chroot,Skipped (0),PASS,0,root-user
2861,kube-score,deployment-replicas,res-003-1-default-cpu-requests-from-namespace,Skipped (0),PASS,0,resource-limits
2862,kube-score,deployment-replicas,psa-003-just-warning-about-violations-of-the-pod-security-stand,Skipped (0),PASS,0,other
2863,kube-score,deployment-replicas,pod-036-keep-default-capabilities,Skipped (0),PASS,0,other
2864,kube-score,deployment-replicas,res-007-2-no-default-cpu-limits-for-namespace,Skipped (0),PASS,0,resource-limits
2865,kube-score,deployment-replicas,pod-031-2-allowed-privilege-escalation-explicitly,Skipped (0),PASS,0,other
2866,kube-score,deployment-replicas,pod-025-sensitive-key-referenced-in-environment-variable,Skipped (0),PASS,0,secret-exposure
2867,kube-score,deployment-replicas,res-001-1-default-memory-requests-from-namespace,Skipped (0),PASS,0,resource-limits
2868,kube-score,deployment-replicas,pod-024-8-usage-of-usr-bin-busybox-in-container,Skipped (0),PASS,0,other
2869,kube-score,deployment-replicas,pod-024-7-usage-of-bin-busybox-in-container,Skipped (0),PASS,0,other
2870,kube-score,deployment-replicas,pod-035-15-using-insecure-capability-setgid,Skipped (0),PASS,0,dangerous-capabilities
2871,kube-score,deployment-replicas,pod-035-11-using-insecure-capability-net-bind-service,Skipped (0),PASS,0,dangerous-capabilities
2872,kube-score,deployment-replicas,pod-021-2-using-sysctl-net.ipv4.tcp-keepalive-probes,Skipped (0),PASS,0,other
2873,kube-score,deployment-replicas,pod-017-3-runasnonroot-is-optional,Skipped (0),PASS,0,root-user
2874,kube-score,deployment-replicas,pod-035-22-using-insecure-capability-sys-ptrace,Skipped (0),PASS,0,dangerous-capabilities
2875,kube-score,deployment-replicas,pod-042-1-volume-with-read-only-hostpath,Skipped (0),PASS,0,other
2876,kube-score,deployment-replicas,pod-003-3-default-pod-no-automount-sa,Skipped (0),PASS,0,other
2877,kube-score,deployment-replicas,pod-044-1-mounting-docker-socket,Skipped (0),PASS,0,other
2878,kube-score,deployment-replicas,pod-018-1-default-to-root-user,Skipped (0),PASS,0,root-user
2879,kube-score,deployment-replicas,pod-003-2-default-pod-automount-sa,Skipped (0),PASS,0,other
2880,kube-score,deployment-replicas,sc-002-2-using-latest-image-tag,Skipped (0),PASS,0,other
2881,kube-score,deployment-replicas,rel-002-no-livenessprobe,Skipped (0),PASS,0,other
2882,kube-score,deployment-replicas,res-001-2-no-memory-requests,Skipped (0),PASS,0,resource-limits
2883,kube-score,deployment-replicas,pod-023-no-seccomp-profile-defined,Skipped (0),PASS,0,security-profiles
2884,kube-score,deployment-replicas,pod-035-14-using-insecure-capability-setfcap,Skipped (0),PASS,0,dangerous-capabilities
2885,kube-score,deployment-replicas,pod-011-uses-hostport,Skipped (0),PASS,0,other
2886,kube-score,deployment-replicas,pod-002-2-no-sa-specified,Skipped (0),PASS,0,other
2887,kube-score,deployment-replicas,pod-019-4-use-gid-set-in-container-takes-precedence,Skipped (0),PASS,0,other
2888,kube-score,deployment-replicas,pod-022-3-one-approach-to-hardening-linux-is-enough,Skipped (0),PASS,0,other
2889,kube-score,deployment-replicas,pod-032-1-non-privileged-container-by-default,Skipped (0),PASS,0,privileged-containers
2890,kube-score,deployment-replicas,rel-003-no-priorityclass,Skipped (0),PASS,0,other
2891,kube-score,deployment-replicas,np-001-namespace-without-network-policy,Skipped (0),PASS,0,network-isolation
2892,kube-score,deployment-replicas,pod-003-7-no-automount-pod-default-sa,Skipped (0),PASS,0,other
2893,kube-score,deployment-replicas,pod-035-1-using-insecure-capability-audit-write,Skipped (0),PASS,0,dangerous-capabilities
2894,kube-score,deployment-replicas,res-009-2-no-hard-quotas-defined-in-resourcequota-for-namespace,Skipped (0),PASS,0,resource-limits
2895,kube-score,deployment-replicas,pod-019-3-use-gid-between-1k-10k-on-container,Skipped (0),PASS,0,other
2896,kube-score,deployment-replicas,np-004-network-policy-allows-access-to-kubelet,Skipped (0),PASS,0,network-isolation
2897,kube-score,deployment-replicas,sc-002-3-no-explicit-tag,Skipped (0),PASS,0,other
2898,kube-score,deployment-replicas,pod-017-1-default-to-root-user,Skipped (0),PASS,0,root-user
2899,kube-score,deployment-replicas,pod-034-2-using-dangerous-capability-sys-admin,Skipped (0),PASS,0,dangerous-capabilities
2900,kube-score,deployment-replicas,pod-032-2-privileged-container,Skipped (0),PASS,0,privileged-containers
2901,kube-score,deployment-replicas,ps-002-using-privilegedpodsecurity-level-is-insecure,Skipped (0),PASS,0,privileged-containers
2902,kube-score,deployment-replicas,pod-017-8-set-runasnonroot-correctly-on-container,Skipped (0),PASS,0,root-user
2903,kube-score,deployment-replicas,pod-024-0-usage-of-bin-bash-in-container,Skipped (0),PASS,0,other
2904,kube-score,deployment-replicas,pod-003-9-no-automount-pod-and-sa,Skipped (0),PASS,0,other
2905,kube-score,deployment-replicas,res-002-2-no-memory-limits,Skipped (0),PASS,0,resource-limits
2906,kube-score,deployment-replicas,res-006-1-default-ephemeral-storage-limits-from-namespace,Skipped (0),PASS,0,other
2907,kube-score,deployment-replicas,pod-018-3-use-uid-between-1k-10k-on-container,Skipped (0),PASS,0,other
2908,kube-score,deployment-replicas,pod-042-3-volume-with-writeable-hostpath-by-default,Skipped (0),PASS,0,other
2909,kube-score,deployment-replicas,pod-022-2-one-approach-to-hardening-linux-is-enough,Skipped (0),PASS,0,other
2910,kube-score,deployment-replicas,pod-019-5-use-gid-set-in-container-takes-precedence,Skipped (0),PASS,0,other
2911,kube-score,deployment-replicas,pod-033-1-root-fs-is-writeable-by-default,Skipped (0),PASS,0,root-user
2912,kube-score,deployment-replicas,pod-013-use-serviceaccount-field,Skipped (0),PASS,0,other
2913,kube-score,deployment-replicas,res-007-3-no-cpu-limits-for-namespace,Skipped (0),PASS,0,resource-limits
2914,kube-score,deployment-replicas,res-005-2-no-ephemeral-storage-requests,Skipped (0),PASS,0,other
2915,kube-score,deployment-replicas,pod-044-2-mounting-docker-directory,Skipped (0),PASS,0,other
2916,kube-score,deployment-replicas,pod-035-9-using-insecure-capability-mac-admin,Skipped (0),PASS,0,dangerous-capabilities
2917,kube-score,deployment-replicas,sc-001-3-no-proper-imagepullpolicy-set,Skipped (0),PASS,0,other
2918,kube-score,deployment-replicas,pod-003-8-no-automount-pod-automount-sa,Skipped (0),PASS,0,other
2919,kube-score,deployment-replicas,res-006-2-no-ephemeral-storage-limits,Skipped (0),PASS,0,other
2920,kube-score,deployment-replicas,res-008-2-no-default-memory-limits-for-namespace,Skipped (0),PASS,0,resource-limits
2921,kube-score,deployment-replicas,pod-042-2-volume-with-writeable-hostpath,Skipped (0),PASS,0,other
2922,kube-score,deployment-replicas,pod-034-3-using-dangerous-capability-net-admin,Skipped (0),PASS,0,dangerous-capabilities
2923,kube-score,deployment-replicas,sc-001-1-imagepullpolicy-defaults-to-always,Skipped (0),PASS,0,other
2924,kube-score,deployment-replicas,pod-035-12-using-insecure-capability-net-raw,Skipped (0),PASS,0,dangerous-capabilities
2925,kube-score,deployment-replicas,pod-035-2-using-insecure-capability-bpf,Skipped (0),PASS,0,dangerous-capabilities
2926,kube-score,deployment-replicas,pod-008-1-use-no-hostpid,Skipped (0),PASS,0,host-access
2927,kube-score,deployment-replicas,pod-035-18-using-insecure-capability-sys-boot,Skipped (0),PASS,0,dangerous-capabilities
2928,kube-score,deployment-replicas,pod-034-1-using-dangerous-capability-all,Skipped (0),PASS,0,dangerous-capabilities
2929,kube-score,deployment-replicas,pod-017-9-set-runasnonroot-not-correctly-on-container,Skipped (0),PASS,0,root-user
2930,kube-score,deployment-replicas,np-002-1-only-ingress-is-blocked,Skipped (0),PASS,0,other
2931,kube-score,deployment-replicas,pod-003-6-automount-pod-no-automount-sa,Skipped (0),PASS,0,other
2932,kube-score,deployment-replicas,pod-017-4-use-root-user-in-pod,Skipped (0),PASS,0,root-user
2933,kube-score,deployment-replicas,pod-021-1-using-sysctl-net.ipv4.tcp-keepalive-time,Skipped (0),PASS,0,other
2934,kube-score,deployment-replicas,pod-031-1-allowed-privilege-escalation-by-default,Skipped (0),PASS,0,other
2935,kube-score,deployment-replicas,pod-035-13-using-insecure-capability-perfmon,Skipped (0),PASS,0,dangerous-capabilities
2936,kube-score,deployment-replicas,res-004-2-no-cpu-limits,Skipped (0),PASS,0,resource-limits
2937,kube-score,deployment-replicas,pod-043-1-mount-azure-cloud-credentials,Skipped (0),PASS,0,other
2938,kube-score,deployment-replicas,ns-002-1-place-pod-in-kube-system,Skipped (0),PASS,0,other
2939,kube-score,deployment-replicas,np-002-2-only-egress-is-blocked,Skipped (0),PASS,0,other
2940,kube-score,deployment-replicas,res-004-1-default-cpu-limits-from-namespace,Skipped (0),PASS,0,resource-limits
2941,kube-score,deployment-replicas,pod-035-3-using-insecure-capability-chown,Skipped (0),PASS,0,dangerous-capabilities
2942,kube-score,deployment-replicas,res-008-1-no-default-memory-request-for-namespace,Skipped (0),PASS,0,resource-limits
2943,kube-score,deployment-replicas,pod-035-10-using-insecure-capability-mknod,Skipped (0),PASS,0,dangerous-capabilities
2944,kube-score,deployment-replicas,pod-035-5-using-insecure-capability-fowner,Skipped (0),PASS,0,dangerous-capabilities
2945,kube-score,deployment-replicas,pod-035-21-using-insecure-capability-sys-rawio,Skipped (0),PASS,0,dangerous-capabilities
2946,kube-score,deployment-replicas,pod-024-2-usage-of-bin-ksh-in-container,Skipped (0),PASS,0,other
2947,kube-score,deployment-replicas,pod-045-containing-cve-2021-25741,Skipped (0),PASS,0,other
2948,kube-score,deployment-replicas,pod-024-3-usage-of-bin-tcsh-in-container,Skipped (0),PASS,0,other
2949,kube-score,deployment-replicas,ps-001-1-podsecurity-level-should-be-specified,Skipped (0),PASS,0,other
2950,kube-score,deployment-replicas,pod-010-2-has-hostnetwork-set,Skipped (0),PASS,0,host-access
2951,kube-score,deployment-replicas,pod-003-4-automount-pod-default-sa,Skipped (0),PASS,0,other
2952,kube-score,deployment-replicas,pod-018-2-use-uid-between-1k-10k-on-pod,Skipped (0),PASS,0,other
2953,kube-score,deployment-replicas,sc-002-1-tag-instead-of-digest-is-fine,Skipped (0),PASS,0,other
2954,kube-score,deployment-replicas,sc-001-2-no-proper-imagepullpolicy-set,Skipped (0),PASS,0,other
2955,kube-score,deployment-replicas,pod-009-1-use-no-hostipc,Skipped (0),PASS,0,host-access
2956,kube-score,deployment-replicas,rel-004-3-only-nodeselector-is-enough,Skipped (0),PASS,0,other
2957,kube-score,deployment-replicas,pod-035-8-using-insecure-capability-mac-override,Skipped (0),PASS,0,dangerous-capabilities
2958,kube-score,deployment-replicas,res-007-0-no-limitrange-object-for-namespace,Skipped (0),PASS,0,other
2959,kube-score,deployment-replicas,pod-008-2-pod-has-hostpid-set,Skipped (0),PASS,0,host-access
2960,kube-score,deployment-replicas,pod-035-16-using-insecure-capability-setpcap,Skipped (0),PASS,0,dangerous-capabilities
2961,kube-score,deployment-replicas,pod-019-2-use-gid-between-1k-10k-on-pod,Skipped (0),PASS,0,other
2962,kube-score,deployment-replicas,pod-035-6-using-insecure-capability-fsetid,Skipped (0),PASS,0,dangerous-capabilities
2963,kube-score,deployment-replicas,pod-035-7-using-insecure-capability-kill,Skipped (0),PASS,0,dangerous-capabilities
2964,kube-score,deployment-replicas,np-005-network-policy-refers-no-valid-workload,Skipped (0),PASS,0,network-isolation
2965,kube-score,deployment-replicas,pod-024-4-usage-of-bin-zsh-in-container,Skipped (0),PASS,0,other
2966,kube-score,deployment-replicas,pod-024-1-usage-of-sbin-sh-in-container,Skipped (0),PASS,0,other
2967,kube-score,deployment-replicas,res-002-1-default-memory-limits-from-namespace,Skipped (0),PASS,0,resource-limits
2968,kube-score,deployment-replicas,pod-003-5-automount-pod-and-sa,Skipped (0),PASS,0,other
2969,kube-score,deployment-replicas,pod-016-no-podsecuritycontext-defined,Skipped (0),PASS,0,other
2970,kube-score,deployment-replicas,rel-004-2-only-nodeaffinity-is-enough,Skipped (0),PASS,0,other
2971,kube-score,deployment-replicas,pod-018-4-use-uid-set-in-container-takes-precedence,Skipped (0),PASS,0,other
2972,kube-score,deployment-replicas,res-009-1-no-resource-quota-applied-to-namespace,Skipped (0),PASS,0,resource-limits
2973,kube-score,deployment-replicas,pod-017-2-use-runasnonroot-flag-on-pod,Skipped (0),PASS,0,root-user
2974,kube-score,deployment-replicas,pod-014-no-apparmor-profile,Skipped (0),PASS,0,security-profiles
2975,kube-score,deployment-strategy,pod-024-5-usage-of-usr-bin-scsh-in-container,Skipped (0),PASS,0,other
2976,kube-score,deployment-strategy,psa-001-no-pod-security-admission-label-configured,Skipped (0),PASS,0,other
2977,kube-score,deployment-strategy,ns-002-2-place-pod-in-kube-public,Skipped (0),PASS,0,other
2978,kube-score,deployment-strategy,ps-001-no-pod-security-admission-label-configured,Skipped (0),PASS,0,other
2979,kube-score,deployment-strategy,pod-033-2-root-fs-is-explicitly-writeable,Skipped (0),PASS,0,root-user
2980,kube-score,deployment-strategy,pod-009-2-has-hostipc-set,Skipped (0),PASS,0,host-access
2981,kube-score,deployment-strategy,pod-017-6-runasnonroot-is-optional-on-container,Skipped (0),PASS,0,root-user
2982,kube-score,deployment-strategy,np-003-network-policy-allows-access-to-cloud-metadata-api,Skipped (0),PASS,0,network-isolation
2983,kube-score,deployment-strategy,pod-003-1-default-pod-and-sa,Skipped (0),PASS,0,other
